"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_002310475.1_ASM231047v1","GCF_010669245.1_ASM1066924v1","GCF_012219705.1_ASM1221970v1","GCF_012219925.1_ASM1221992v1","GCF_012220065.1_ASM1222006v1","GCF_012220405.1_ASM1222040v1"
"group_3784","","hypothetical protein","6","6","1","1","3019","","","","2417","2417","2417","GCF_002310475.1_01665","GCF_010669245.1_00166","GCF_012219705.1_00677","GCF_012219925.1_00829","GCF_012220065.1_00651","GCF_012220405.1_00582"
"peb1A","","Major cell-binding factor","6","6","1","1","529","","","","806","806","806","GCF_002310475.1_00531","GCF_010669245.1_00021","GCF_012219705.1_01886","GCF_012219925.1_02083","GCF_012220065.1_01777","GCF_012220405.1_01761"
"pyrB","","Aspartate carbamoyltransferase","6","6","1","1","1990","","","","929","929","929","GCF_002310475.1_01877","GCF_010669245.1_00385","GCF_012219705.1_00989","GCF_012219925.1_01544","GCF_012220065.1_00879","GCF_012220405.1_00893"
"sufS","","Cysteine desulfurase SufS","6","6","1","1","1089","","","","1223","1223","1223","GCF_002310475.1_00477","GCF_010669245.1_00079","GCF_012219705.1_01831","GCF_012219925.1_02029","GCF_012220065.1_01724","GCF_012220405.1_01708"
"tig","","Trigger factor","6","6","1","1","2677","","","","1283","1283","1283","GCF_002310475.1_00764","GCF_010669245.1_02103","GCF_012219705.1_02154","GCF_012219925.1_02353","GCF_012220065.1_02019","GCF_012220405.1_01992"
"group_3789","","hypothetical protein","6","6","1","1","1400","","","","1355","1355","1355","GCF_002310475.1_01320","GCF_010669245.1_01471","GCF_012219705.1_00332","GCF_012219925.1_00515","GCF_012220065.1_00279","GCF_012220405.1_00279"
"group_3790","","hypothetical protein","6","6","1","1","1262","","","","1682","1682","1682","GCF_002310475.1_01064","GCF_010669245.1_01710","GCF_012219705.1_00070","GCF_012219925.1_00046","GCF_012220065.1_00045","GCF_012220405.1_00046"
"group_3791","","hypothetical protein","6","6","1","1","3208","","","","620","620","620","GCF_002310475.1_01466","GCF_010669245.1_01309","GCF_012219705.1_00539","GCF_012219925.1_00677","GCF_012220065.1_00456","GCF_012220405.1_00438"
"relA","","Bifunctional (p)ppGpp synthase/hydrolase RelA","6","6","1","1","4167","","","","2210","2210","2210","GCF_002310475.1_00972","GCF_010669245.1_01874","GCF_012219705.1_02361","GCF_012219925.1_00209","GCF_012220065.1_02228","GCF_012220405.1_02196"
"recR","","Recombination protein RecR","6","6","1","1","3179","","","","599","599","599","GCF_002310475.1_01443","GCF_010669245.1_01334","GCF_012219705.1_00517","GCF_012219925.1_00652","GCF_012220065.1_00433","GCF_012220405.1_00415"
"purR","","Pur operon repressor","6","6","1","1","427","","","","818","821","818","GCF_002310475.1_01187","GCF_010669245.1_01609","GCF_012219705.1_00212","GCF_012219925.1_02415","GCF_012220065.1_00154","GCF_012220405.1_00152"
"leuB","","3-isopropylmalate dehydrogenase","6","6","1","1","1122","","","","1037","1037","1037","GCF_002310475.1_00501","GCF_010669245.1_00055","GCF_012219705.1_01856","GCF_012219925.1_02052","GCF_012220065.1_01747","GCF_012220405.1_01731"
"glpO","","Alpha-glycerophosphate oxidase","6","6","1","1","2525","","","","1868","1868","1868","GCF_002310475.1_02014","GCF_010669245.1_00529","GCF_012219705.1_01123","GCF_012219925.1_01403","GCF_012220065.1_01012","GCF_012220405.1_01198"
"suhB","","Fructose-1,6-bisphosphatase/inositol-1-monophosphatase","6","6","1","1","2674","","","","767","767","767","GCF_002310475.1_00767","GCF_010669245.1_02100","GCF_012219705.1_02157","GCF_012219925.1_02356","GCF_012220065.1_02022","GCF_012220405.1_01995"
"gpmA_1","","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase","6","6","1","1","3177","","","","695","695","695","GCF_002310475.1_01441","GCF_010669245.1_01336","GCF_012219705.1_00515","GCF_012219925.1_00650","GCF_012220065.1_00431","GCF_012220405.1_00413"
"hslO","","33 kDa chaperonin","6","6","1","1","1413","","","","860","860","860","GCF_002310475.1_01307","GCF_010669245.1_01484","GCF_012219705.1_00319","GCF_012219925.1_00495","GCF_012220065.1_00266","GCF_012220405.1_00266"
"femX","","Lipid II:glycine glycyltransferase","6","6","1","1","3853","","","","1211","1211","1211","GCF_002310475.1_00247","GCF_010669245.1_00924","GCF_012219705.1_01602","GCF_012219925.1_01694","GCF_012220065.1_01501","GCF_012220405.1_01485"
"rplI","","50S ribosomal protein L9","6","6","1","1","3047","","","","452","452","452","GCF_002310475.1_01693","GCF_010669245.1_00196","GCF_012219705.1_00704","GCF_012219925.1_00861","GCF_012220065.1_00678","GCF_012220405.1_00610"
"group_3802","","Putative NAD(P)H nitroreductase","6","6","1","1","1596","","","","608","608","608","GCF_002310475.1_00887","GCF_010669245.1_01976","GCF_012219705.1_02278","GCF_012219925.1_00295","GCF_012220065.1_02144","GCF_012220405.1_02116"
"pstC1","","Phosphate transport system permease protein PstC 1","6","6","1","1","4069","","","","923","923","923","GCF_002310475.1_00147","GCF_010669245.1_00810","GCF_012219705.1_01478","GCF_012219925.1_01608","GCF_012220065.1_01430","GCF_012220405.1_01414"
"ychF","","Ribosome-binding ATPase YchF","6","6","1","1","1257","","","","1115","1115","1115","GCF_002310475.1_01027","GCF_010669245.1_01747","GCF_012219705.1_00008","GCF_012219925.1_00008","GCF_012220065.1_00008","GCF_012220405.1_00008"
"group_3805","","putative ABC transporter ATP-binding protein","6","6","1","1","3367","","","","1757","1757","1757","GCF_002310475.1_01354","GCF_010669245.1_01436","GCF_012219705.1_00367","GCF_012219925.1_00552","GCF_012220065.1_00314","GCF_012220405.1_00313"
"group_3806","","hypothetical protein","6","6","1","1","1834","","","","1124","1124","1124","GCF_002310475.1_01633","GCF_010669245.1_01154","GCF_012219705.1_00647","GCF_012219925.1_00798","GCF_012220065.1_00621","GCF_012220405.1_00552"
"group_3807","","hypothetical protein","6","6","1","1","4148","","","","812","812","812","GCF_002310475.1_00986","GCF_010669245.1_01856","GCF_012219705.1_02375","GCF_012219925.1_02515","GCF_012220065.1_02242","GCF_012220405.1_02242"
"group_3808","","DegV domain-containing protein","6","6","1","1","3690","","","","830","830","830","GCF_002310475.1_00393","GCF_010669245.1_01064","GCF_012219705.1_01734","GCF_012219925.1_01857","GCF_012220065.1_01633","GCF_012220405.1_01614"
"nagR_1","","HTH-type transcriptional repressor NagR","6","6","1","1","733","","","","728","728","728","GCF_002310475.1_01408","GCF_010669245.1_01373","GCF_012219705.1_00482","GCF_012219925.1_00613","GCF_012220065.1_00397","GCF_012220405.1_00374"
"group_3810","","hypothetical protein","6","6","1","1","602","","","","446","446","446","GCF_002310475.1_00463","GCF_010669245.1_00114","GCF_012219705.1_01815","GCF_012219925.1_02015","GCF_012220065.1_01709","GCF_012220405.1_01694"
"era","","GTPase Era","6","6","1","1","3211","","","","899","899","899","GCF_002310475.1_01469","GCF_010669245.1_01306","GCF_012219705.1_00542","GCF_012219925.1_00680","GCF_012220065.1_00459","GCF_012220405.1_00441"
"atpB","","ATP synthase subunit a","6","6","1","1","3796","","","","710","710","710","GCF_002310475.1_00305","GCF_010669245.1_00985","GCF_012219705.1_01661","GCF_012219925.1_01753","GCF_012220065.1_01560","GCF_012220405.1_01542"
"punA","","Purine nucleoside phosphorylase 1","6","6","1","1","1728","","","","809","809","809","GCF_002310475.1_00095","GCF_010669245.1_00756","GCF_012219705.1_01422","GCF_012219925.1_01062","GCF_012220065.1_01370","GCF_012220405.1_01353"
"cdr_5","","Coenzyme A disulfide reductase","6","6","1","1","910","","","","1661","1661","1661","GCF_002310475.1_00612","GCF_010669245.1_02246","GCF_012219705.1_01976","GCF_012219925.1_02188","GCF_012220065.1_01858","GCF_012220405.1_01852"
"gltB_2","","Ferredoxin-dependent glutamate synthase 1","6","6","1","1","3911","","","","4481","4502","4498","GCF_002310475.1_00213","GCF_010669245.1_00886","GCF_012219705.1_01513","GCF_012219925.1_01652","GCF_012220065.1_01465","GCF_012220405.1_01450"
"trmFO","","Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO","6","6","1","1","2427","","","","1346","1346","1346","GCF_002310475.1_02033","GCF_010669245.1_00546","GCF_012219705.1_01192","GCF_012219925.1_01360","GCF_012220065.1_01075","GCF_012220405.1_01180"
"group_3817","","hypothetical protein","6","6","1","1","3413","","","","539","539","539","GCF_002310475.1_01369","GCF_010669245.1_01412","GCF_012219705.1_00384","GCF_012219925.1_00573","GCF_012220065.1_00356","GCF_012220405.1_00334"
"murJ","","Lipid II flippase MurJ","6","6","1","1","3212","","","","1628","1628","1628","GCF_002310475.1_01470","GCF_010669245.1_01305","GCF_012219705.1_00543","GCF_012219925.1_00681","GCF_012220065.1_00460","GCF_012220405.1_00442"
"sdhB","","L-serine dehydratase, beta chain","6","6","1","1","3805","","","","671","671","671","GCF_002310475.1_00295","GCF_010669245.1_00975","GCF_012219705.1_01651","GCF_012219925.1_01744","GCF_012220065.1_01551","GCF_012220405.1_01533"
"rnhC","","Ribonuclease HIII","6","6","1","1","1217","","","","878","878","878","GCF_002310475.1_01073","GCF_010669245.1_01701","GCF_012219705.1_00079","GCF_012219925.1_00055","GCF_012220065.1_00054","GCF_012220405.1_00055"
"accC","","Biotin carboxylase","6","6","1","1","3763","","","","1370","1370","1370","GCF_002310475.1_00328","GCF_010669245.1_01008","GCF_012219705.1_01684","GCF_012219925.1_01787","GCF_012220065.1_01584","GCF_012220405.1_01565"
"mraY","","Phospho-N-acetylmuramoyl-pentapeptide-transferase","6","6","1","1","3858","","","","992","992","992","GCF_002310475.1_00242","GCF_010669245.1_00919","GCF_012219705.1_01597","GCF_012219925.1_01689","GCF_012220065.1_01496","GCF_012220405.1_01480"
"dltA","","D-alanine--D-alanyl carrier protein ligase","6","6","1","1","2606","","","","1541","1541","1541","GCF_002310475.1_02134","GCF_010669245.1_00634","GCF_012219705.1_01293","GCF_012219925.1_01251","GCF_012220065.1_01243","GCF_012220405.1_01231"
"group_3824","","hypothetical protein","6","6","1","1","4097","","","","1091","1091","1091","GCF_002310475.1_00169","GCF_010669245.1_00842","GCF_012219705.1_01500","GCF_012219925.1_01637","GCF_012220065.1_01452","GCF_012220405.1_01437"
"lplJ","","Lipoate-protein ligase LplJ","6","6","1","1","3746","","","","983","983","983","GCF_002310475.1_00344","GCF_010669245.1_01025","GCF_012219705.1_01700","GCF_012219925.1_01803","GCF_012220065.1_01600","GCF_012220405.1_01581"
"udk","","Uridine kinase","6","6","1","1","2767","","","","626","626","626","GCF_002310475.1_01859","GCF_010669245.1_00366","GCF_012219705.1_00971","GCF_012219925.1_01562","GCF_012220065.1_00861","GCF_012220405.1_00875"
"tsaD","","tRNA N6-adenosine threonylcarbamoyltransferase","6","6","1","1","603","","","","1016","1016","1016","GCF_002310475.1_00462","GCF_010669245.1_00115","GCF_012219705.1_01814","GCF_012219925.1_02014","GCF_012220065.1_01708","GCF_012220405.1_01693"
"group_3834","","hypothetical protein","6","6","1","1","2894","","","","1103","1103","1103","GCF_002310475.1_01986","GCF_010669245.1_00500","GCF_012219705.1_01095","GCF_012219925.1_01433","GCF_012220065.1_00984","GCF_012220405.1_01011"
"acoA","","Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha","6","6","1","1","2946","","","","953","953","953","GCF_002310475.1_01916","GCF_010669245.1_00422","GCF_012219705.1_01026","GCF_012219925.1_01504","GCF_012220065.1_00916","GCF_012220405.1_00935"
"pspB","","Putative phosphoserine phosphatase 2","6","6","1","1","4112","","","","617","617","617","GCF_002310475.1_01991","GCF_010669245.1_00505","GCF_012219705.1_01100","GCF_012219925.1_01427","GCF_012220065.1_00989","GCF_012220405.1_01016"
"serC","","Phosphoserine aminotransferase","6","6","1","1","3086","","","","1097","1097","1097","GCF_002310475.1_01749","GCF_010669245.1_00255","GCF_012219705.1_00759","GCF_012219925.1_00919","GCF_012220065.1_00733","GCF_012220405.1_00665"
"drrA","","Daunorubicin/doxorubicin resistance ATP-binding protein DrrA","6","6","1","1","3187","","","","623","623","623","GCF_002310475.1_01451","GCF_010669245.1_01326","GCF_012219705.1_00525","GCF_012219925.1_00660","GCF_012220065.1_00441","GCF_012220405.1_00424"
"nrdD","","Anaerobic ribonucleoside-triphosphate reductase","6","6","1","1","1318","","","","2246","2246","2246","GCF_002310475.1_00917","GCF_010669245.1_01926","GCF_012219705.1_02307","GCF_012219925.1_00265","GCF_012220065.1_02174","GCF_012220405.1_02147"
"group_3840","","hypothetical protein","6","6","1","1","2538","","","","758","758","758","GCF_002310475.1_02121","GCF_010669245.1_00621","GCF_012219705.1_01280","GCF_012219925.1_01265","GCF_012220065.1_01230","GCF_012220405.1_01218"
"group_3841","","hypothetical protein","6","6","1","1","2922","","","","578","578","578","GCF_002310475.1_01959","GCF_010669245.1_00471","GCF_012219705.1_01070","GCF_012219925.1_01459","GCF_012220065.1_00959","GCF_012220405.1_00982"
"dat","","D-alanine aminotransferase","6","6","1","1","1627","","","","848","848","848","GCF_002310475.1_00863","GCF_010669245.1_02003","GCF_012219705.1_02252","GCF_012219925.1_00321","GCF_012220065.1_02120","GCF_012220405.1_02090"
"nagE","","PTS system N-acetylglucosamine-specific EIICBA component","6","6","1","1","644","","","","1985","1985","1985","GCF_002310475.1_00442","GCF_010669245.1_00138","GCF_012219705.1_01784","GCF_012219925.1_01980","GCF_012220065.1_01681","GCF_012220405.1_01664"
"yfcJ","","putative MFS-type transporter YfcJ","6","6","1","1","4326","","","","1190","1190","1190","GCF_002310475.1_00709","GCF_010669245.1_02169","GCF_012219705.1_02099","GCF_012219925.1_02288","GCF_012220065.1_01964","GCF_012220405.1_01931"
"group_3845","","hypothetical protein","6","6","1","1","2114","","","","1586","1586","1586","GCF_002310475.1_01517","GCF_010669245.1_01267","GCF_012219705.1_00580","GCF_012219925.1_00724","GCF_012220065.1_00497","GCF_012220405.1_00481"
"proB","","Glutamate 5-kinase 1","6","6","1","1","3851","","","","800","800","800","GCF_002310475.1_00249","GCF_010669245.1_00926","GCF_012219705.1_01604","GCF_012219925.1_01696","GCF_012220065.1_01503","GCF_012220405.1_01487"
"metAA","","Homoserine O-acetyltransferase","6","6","1","1","2024","","","","932","932","932","GCF_002310475.1_01901","GCF_010669245.1_00409","GCF_012219705.1_01013","GCF_012219925.1_01519","GCF_012220065.1_00903","GCF_012220405.1_00921"
"topA","","DNA topoisomerase 1","6","6","1","1","3485","","","","2153","2153","2153","GCF_002310475.1_02176","GCF_010669245.1_00669","GCF_012219705.1_01335","GCF_012219925.1_01159","GCF_012220065.1_01285","GCF_012220405.1_01270"
"glcK","","Glucokinase","6","6","1","1","3133","","","","983","983","983","GCF_002310475.1_01793","GCF_010669245.1_00302","GCF_012219705.1_00803","GCF_012219925.1_00976","GCF_012220065.1_00778","GCF_012220405.1_00709"
"alr","","Alanine racemase","6","6","1","1","3841","","","","1115","1115","1115","GCF_002310475.1_00259","GCF_010669245.1_00936","GCF_012219705.1_01614","GCF_012219925.1_01706","GCF_012220065.1_01513","GCF_012220405.1_01497"
"galE_2","","UDP-glucose 4-epimerase","6","6","1","1","2602","","","","989","989","989","GCF_002310475.1_02138","GCF_010669245.1_00638","GCF_012219705.1_01297","GCF_012219925.1_01247","GCF_012220065.1_01247","GCF_012220405.1_01235"
"ptsI","","Phosphoenolpyruvate-protein phosphotransferase","6","6","1","1","1680","","","","1727","1727","1727","GCF_002310475.1_00785","GCF_010669245.1_02083","GCF_012219705.1_02174","GCF_012219925.1_02373","GCF_012220065.1_02039","GCF_012220405.1_02012"
"amyB","","Alpha-amylase 2","6","6","1","1","2816","","","","1268","1268","1268","GCF_002310475.1_01841","GCF_010669245.1_00350","GCF_012219705.1_00850","GCF_012219925.1_01025","GCF_012220065.1_00843","GCF_012220405.1_00756"
"rpoC","","DNA-directed RNA polymerase subunit beta'","6","6","1","1","3226","","","","3611","3611","3611","GCF_002310475.1_01481","GCF_010669245.1_01295","GCF_012219705.1_00553","GCF_012219925.1_00693","GCF_012220065.1_00470","GCF_012220405.1_00452"
"group_387","","hypothetical protein","6","6","1","1","1129","","","","134","134","134","GCF_002310475.1_00494","GCF_010669245.1_00062","GCF_012219705.1_01849","GCF_012219925.1_02045","GCF_012220065.1_01740","GCF_012220405.1_01724"
"yabJ","","2-iminobutanoate/2-iminopropanoate deaminase","6","6","1","1","3011","","","","386","386","386","GCF_002310475.1_01657","GCF_010669245.1_00158","GCF_012219705.1_00671","GCF_012219925.1_00822","GCF_012220065.1_00645","GCF_012220405.1_00576"
"mnmG","","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG","6","6","1","1","3818","","","","1871","1871","1871","GCF_002310475.1_00282","GCF_010669245.1_00962","GCF_012219705.1_01637","GCF_012219925.1_01730","GCF_012220065.1_01537","GCF_012220405.1_01519"
"mutS2","","Endonuclease MutS2","6","6","1","1","4030","","","","2336","2336","2336","GCF_002310475.1_00110","GCF_010669245.1_00774","GCF_012219705.1_01441","GCF_012219925.1_01573","GCF_012220065.1_01394","GCF_012220405.1_01375"
"group_3873","","hypothetical protein","6","6","1","1","1769","","","","605","605","605","GCF_002310475.1_00049","GCF_010669245.1_00739","GCF_012219705.1_01406","GCF_012219925.1_01080","GCF_012220065.1_01353","GCF_012220405.1_01336"
"purC","","Phosphoribosylaminoimidazole-succinocarboxamide synthase","6","6","1","1","2000","","","","722","722","722","GCF_002310475.1_01887","GCF_010669245.1_00395","GCF_012219705.1_00999","GCF_012219925.1_01534","GCF_012220065.1_00889","GCF_012220405.1_00903"
"group_3875","","hypothetical protein","6","6","1","1","4051","","","","908","908","908","GCF_002310475.1_00129","GCF_010669245.1_00792","GCF_012219705.1_01460","GCF_012219925.1_01590","GCF_012220065.1_01412","GCF_012220405.1_01396"
"rplO","","50S ribosomal protein L15","6","6","1","1","1656","","","","449","449","449","GCF_002310475.1_00834","GCF_010669245.1_02032","GCF_012219705.1_02223","GCF_012219925.1_00350","GCF_012220065.1_02091","GCF_012220405.1_02061"
"gatD","","Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD","6","6","1","1","1541","","","","776","776","776","GCF_002310475.1_02073","GCF_010669245.1_00581","GCF_012219705.1_01231","GCF_012219925.1_01314","GCF_012220065.1_01184","GCF_012220405.1_01071"
